date,humidity,temp,pressure
20020521-22:30,29,23,1000
20020521-23:30,18,27,1000
20020522-00:30,20,27,1001
20020522-01:30,17,30,1002
20020522-02:30,14,34,1002
20020522-03:30,12,37,1003
20020522-04:30,10,40,1002
20020522-05:30,10,41,1002
20020522-06:30,10,42,1002
20020522-07:30,9,43,1001
20020522-08:30,9,44,1000
20020522-09:30,9,45,999
20020522-10:30,10,45,999
20020522-11:30,10,45,996
20020522-12:30,9,44,999
20020522-13:30,10,42,999
20020522-14:30,10,40,1000
20020522-15:30,12,37,1000
20020522-16:30,14,36,1000
20020522-17:30,17,34,1001
20020522-18:30,17,34,1001
20020522-19:30,17,33,1000
20020522-20:30,17,32,1000
20020522-21:30,19,31,1000
20020522-22:30,18,32,1000
20020522-23:30,23,33,1001
20020523-00:30,24,33,1002
20020523-01:30,26,34,1002
20020523-02:30,19,37,1003
20020523-03:30,21,39,1003
20020523-04:30,23,41,1003
20020523-05:30,24,41,1004
20020523-06:30,20,42,1003
20020523-07:30,17,43,1003
20020523-08:30,14,45,1002
20020523-09:30,13,45,1000
20020523-10:30,13,45,1000
20020523-11:30,13,44,1000
20020523-12:30,12,42,1001
20020523-13:30,13,41,1001
20020523-14:30,14,40,1002
20020523-15:30,20,38,1003
20020523-16:30,19,37,1003
20020523-17:30,19,37,1003
20020523-18:30,20,36,1003
20020523-19:30,23,35,1003
20020523-20:30,25,35,1002
20020523-21:30,30,34,1002
20020523-22:30,28,35,1002
20020523-23:30,32,34,1002
20020524-00:30,32,34,1003
20020524-01:30,30,35,1004
20020524-02:30,27,37,1004
20020524-03:30,29,39,1004
20020524-04:30,29,39,1004
20020524-05:30,29,40,1004
20020524-06:30,25,42,1003
20020524-07:30,25,43,1002
20020524-08:30,20,44,1001
20020524-09:30,16,45,1000
20020524-10:30,18,42,1000
20020524-11:30,20,42,999
20020524-12:30,22,42,998
20020524-13:30,24,40,999
20020524-14:30,29,39,1000
20020524-15:30,25,38,1000
20020524-16:30,14,39,1001
20020524-17:30,13,40,1001
20020524-18:30,18,38,1001
20020524-19:30,27,36,1000
20020524-20:30,25,35,1000
20020524-21:30,26,35,1000
20020524-22:30,28,34,1001
20020524-23:30,34,33,1001
20020525-00:30,36,32,1002
20020525-01:30,31,33,1002
20020525-02:30,38,33,1003
20020525-03:30,41,33,1004
20020525-04:30,34,35,1004
20020525-05:30,33,38,1003
20020525-06:30,35,38,1003
20020525-07:30,33,39,1002
20020525-09:30,31,40,1001
20020525-10:30,31,39,1000
20020525-11:30,29,39,999
20020525-12:30,33,38,999
20020525-13:30,34,36,1000
20020525-14:30,36,35,1000
20020525-15:30,43,32,1001
20020525-16:30,74,27,1007
20020525-17:30,83,23,1007
20020525-18:30,78,23,1005
20020525-19:30,65,24,1003
20020525-20:30,61,25,1002
20020525-21:30,69,25,1002
20020525-22:30,61,25,1002
20020525-23:30,65,25,1002
20020526-00:30,69,24,1003
20020526-01:30,78,24,1004
20020526-03:30,65,26,1006
20020526-04:30,54,28,1006
20020526-05:30,55,29,1005
20020526-06:30,52,31,1005
20020526-07:30,49,32,1004
20020526-08:30,43,33,1003
20020526-09:30,52,33,1002
20020526-10:30,49,34,1001
20020526-11:30,46,34,1000
20020526-12:30,52,33,1000
20020526-13:30,55,31,1000
20020526-14:30,58,30,1000
20020526-15:30,58,30,1001
20020526-16:30,62,30,1001
20020526-17:30,62,30,1001
20020526-18:30,66,29,1001
20020526-19:30,55,30,1000
20020526-20:30,62,29,1000
20020526-21:30,62,29,1000
20020526-22:30,58,29,995
20020526-23:30,51,30,999
20020527-00:30,58,29,1000
20020527-01:30,58,29,1000
20020527-02:30,62,30,1001
20020527-03:30,58,31,1001
20020527-04:30,49,34,1001
20020527-05:30,47,35,1001
20020527-06:30,42,37,1000
20020527-07:30,39,38,1000
20020527-08:30,35,39,999
20020527-09:30,33,40,999
20020527-10:30,42,39,998
20020527-11:30,89,26,997
20020527-12:30,70,29,997
20020527-13:30,37,30,998
20020527-14:30,73,23,1000
20020527-15:30,65,25,998
20020527-16:30,65,25,1001
20020527-17:30,73,24,1004
20020527-18:30,83,24,1003
20020527-19:30,65,26,1001
20020527-20:30,65,24,1003
20020527-21:30,61,27,1005
20020527-22:30,83,22,1006
20020527-23:30,83,22,1001
20020528-00:30,88,22,1000
20020528-01:30,83,23,1003
20020528-02:30,78,23,1004
20020528-03:30,73,24,1005
20020528-04:30,61,27,1005
20020528-05:30,54,28,1005
20020528-06:30,48,30,1005
20020528-07:30,43,31,1005
20020528-08:30,49,31,1004
20020528-09:30,46,32,1003
20020528-10:30,43,32,1003
20020528-11:30,46,32,1003
20020528-12:30,52,31,1003
20020528-13:30,51,30,1003
20020528-14:30,58,29,1004
20020528-16:30,62,28,1004
20020528-17:30,66,28,1004
20020528-18:30,70,27,1004
20020528-19:30,74,26,1003
20020528-20:30,74,26,1003
20020528-21:30,74,26,1003
20020528-22:30,74,26,1003
20020528-23:30,83,25,1003
20020529-00:30,78,22,1003
20020529-01:30,88,23,1007
20020529-02:30,69,25,1009
20020529-03:30,65,26,1011
20020529-04:30,69,26,1008
20020529-05:30,74,25,1005
20020529-06:30,69,26,1006
20020529-07:30,62,28,1006
20020529-08:30,66,28,1005
20020529-09:30,62,29,1005
20020529-10:30,66,29,1005
20020529-11:30,62,29,1005
20020529-12:30,66,29,1005
20020529-13:30,70,28,1005
20020529-14:30,70,28,1005
20020529-15:30,79,27,1006
20020529-16:30,74,27,1006
20020529-17:30,74,27,1006
20020529-18:30,83,26,1006
20020529-19:30,78,26,1005
20020529-20:30,83,25,1004
20020529-21:30,89,25,1005
20020529-22:30,89,25,1005
20020529-23:30,89,25,1005
20020530-00:30,89,25,1005
20020530-01:30,83,26,1006
20020530-02:30,70,28,1007
20020530-03:30,62,30,1006
20020530-04:30,58,31,1007
20020530-05:30,52,32,1007
20020530-06:30,49,33,1007
20020530-07:30,49,33,1007
20020530-08:30,46,34,1006
20020530-09:30,47,35,1005
20020530-10:30,47,35,1004
20020530-11:30,47,35,1004
20020530-12:30,44,35,1004
20020530-13:30,49,33,1004
20020530-14:30,49,33,1004
20020530-15:30,55,32,1004
20020530-16:30,58,31,1005
20020530-17:30,66,30,1005
20020530-18:30,66,30,1005
20020530-19:30,74,29,1005
20020530-20:30,79,28,1005
20020530-21:30,70,28,1005
20020530-22:30,74,28,1005
20020530-23:30,79,28,1005
20020531-00:30,79,28,1006
20020531-01:30,70,29,1006
20020531-02:30,62,31,1007
20020531-03:30,59,32,1007
20020531-04:30,49,34,1007
20020531-05:30,46,34,1007
20020531-06:30,44,35,1006
20020531-07:30,41,36,1006
20020531-08:30,39,37,1005
20020531-09:30,39,37,1004
20020531-10:30,39,37,1003
20020531-11:30,32,37,1002
20020531-12:30,39,36,1002
20020531-13:30,39,36,1002
20020531-14:30,44,35,1003
20020531-15:30,52,33,1004
20020531-16:30,59,33,1004
20020531-17:30,62,32,1004
20020531-18:30,66,31,1004
20020531-19:30,62,31,1003
20020531-20:30,66,30,1003
20020531-21:30,66,30,1003
20020531-22:30,66,30,1004
20020531-23:30,70,29,1004
20020601-00:30,62,30,1004
20020601-01:30,66,31,1004
20020601-02:30,55,33,1004
20020601-03:30,44,35,1004
20020601-04:30,44,35,1005
20020601-05:30,41,36,1005
20020601-06:30,35,37,1004
20020601-07:30,46,33,1004
20020601-08:30,70,27,1006
20020601-09:30,74,26,1004
20020601-10:30,70,27,1003
20020601-11:30,55,30,1002
20020601-12:30,62,30,1003
20020601-13:30,58,29,1002
20020601-14:30,66,28,1002
20020601-15:30,70,27,1003
20020601-16:30,65,27,1003
20020601-17:30,65,27,1003
20020601-18:30,65,27,1003
20020601-19:30,70,27,1003
20020601-20:30,70,27,1003
20020601-21:30,78,26,1003
20020601-22:30,74,26,1003
20020601-23:30,69,26,1003
20020602-00:30,74,26,1004
20020602-01:30,74,26,1005
20020602-02:30,58,29,1005
20020602-03:30,49,31,1006
20020602-04:30,38,33,1006
20020602-05:30,36,34,1005
20020602-06:30,34,35,1005
20020602-07:30,32,36,1004
20020602-08:30,32,37,1003
20020602-09:30,31,38,1003
20020602-10:30,32,37,1002
20020602-11:30,32,37,1001
20020602-12:30,32,37,1001
20020602-13:30,41,35,1001
20020602-15:30,49,33,1002
20020602-16:30,52,32,1002
20020602-17:30,55,31,1003
20020602-18:30,55,31,1002
20020602-19:30,58,30,1002
20020602-20:30,55,30,1002
20020602-21:30,62,29,1001
20020602-22:30,55,30,1002
20020602-23:30,58,29,1002
20020603-00:30,70,28,1003
20020603-01:30,58,29,1005
20020603-02:30,62,28,1006
20020603-03:30,55,31,1004
20020603-04:30,52,32,1004
20020603-05:30,49,34,1005
20020603-06:30,39,35,1005
20020603-07:30,41,35,1004
20020603-08:30,39,36,1003
20020603-09:30,37,36,1002
20020603-10:30,29,37,1001
20020603-11:30,30,37,1000
20020603-12:30,32,37,1000
20020603-13:30,37,36,1000
20020603-14:30,36,35,1000
20020603-15:30,41,33,1001
20020603-16:30,52,32,1001
20020603-17:30,58,30,1001
20020603-18:30,55,30,1001
20020603-19:30,58,30,1001
20020603-20:30,62,29,1000
20020603-21:30,62,29,1000
20020603-22:30,62,29,1000
20020603-23:30,62,28,1001
20020604-00:30,62,28,1001
20020604-01:30,62,29,1002
20020604-02:30,52,31,1002
20020604-03:30,41,33,1003
20020604-04:30,41,34,1003
20020604-05:30,34,36,1003
20020604-06:30,30,37,1002
20020604-07:30,31,39,1002
20020604-08:30,27,40,1001
20020604-09:30,27,40,1000
20020604-10:30,24,40,999
20020604-11:30,24,41,998
20020604-12:30,27,40,998
20020604-13:30,29,37,999
20020604-14:30,32,36,999
20020604-15:30,41,35,1000
20020604-16:30,38,34,1000
20020604-17:30,38,33,1001
20020604-18:30,41,33,1000
20020604-19:30,49,32,1000
20020604-20:30,49,31,1000
20020604-21:30,46,31,1000
20020604-22:30,40,31,-9999
20020604-23:30,24,34,999
20020605-00:30,28,34,1001
20020605-01:30,31,33,1001
20020605-02:30,57,26,1004
20020605-03:30,74,26,1003
20020605-04:30,66,28,1002
20020605-05:30,46,34,1002
20020605-06:30,35,37,1002
20020605-07:30,31,38,1001
20020605-08:30,29,39,1001
20020605-09:30,27,40,1000
20020605-10:30,26,41,999
20020605-11:30,26,41,998
20020605-12:30,33,39,998
20020605-13:30,24,37,998
20020605-14:30,25,36,997
20020605-15:30,28,35,98
20020605-16:30,44,34,999
20020605-17:30,36,34,999
20020605-18:30,41,33,999
20020605-19:30,46,32,999
20020605-20:30,52,31,999
20020605-21:30,55,30,999
20020605-22:30,62,29,999
20020605-23:30,62,29,1000
20020606-00:30,62,29,1000
20020606-01:30,66,29,1000
20020606-02:30,55,31,1001
20020606-03:30,49,32,1001
20020606-04:30,46,33,1001
20020606-05:30,44,35,1000
20020606-06:30,39,37,1000
20020606-07:30,35,39,999
20020606-08:21,33,40,999
20020606-09:30,31,41,998
20020606-10:30,31,41,997
20020606-11:30,30,42,997
20020606-12:30,31,41,997
20020606-13:30,38,40,997
20020606-14:30,44,37,997
20020606-15:30,47,36,998
20020606-16:30,49,35,998
20020606-17:30,52,34,999
20020606-18:30,55,33,999
20020606-19:30,55,33,999
20020606-20:30,59,32,998
20020606-21:30,59,32,998
20020606-22:30,59,32,998
20020606-23:30,62,31,998
20020607-00:30,66,31,998
20020607-01:30,66,32,999
20020607-02:30,49,34,1000
20020607-03:30,47,35,1001
20020607-04:30,56,34,1001
20020607-05:30,53,35,1001
20020607-06:30,44,38,1000
20020607-07:30,42,40,999
20020607-08:30,35,40,999
20020607-09:30,50,37,998
20020607-10:30,47,38,997
20020607-11:30,52,33,997
20020607-13:30,59,34,997
20020607-14:30,59,34,997
20020607-15:30,63,34,998
20020607-16:30,59,34,998
20020607-17:30,59,34,998
20020607-18:30,63,33,998
20020607-19:30,63,33,998
20020607-20:30,55,33,997
20020607-21:30,55,32,997
20020607-22:30,52,32,996
20020607-23:30,43,33,997
20020608-00:30,49,32,997
20020608-01:30,49,33,998
20020608-02:30,49,34,999
20020608-03:30,41,36,999
20020608-04:30,39,37,999
20020608-05:30,37,38,999
20020608-06:30,35,39,999
20020608-07:30,33,40,998
20020608-08:30,33,41,997
20020608-09:30,30,42,997
20020608-10:30,26,41,996
20020608-11:30,22,43,995
20020608-12:30,23,42,995
20020608-13:30,29,40,996
20020608-14:30,29,39,996
20020608-15:30,32,37,997
20020608-16:30,None,None,-9999
20020608-17:30,32,36,997
20020608-18:30,32,36,998
20020608-19:30,32,35,998
20020608-20:30,32,35,998
20020608-21:30,34,34,97
20020608-22:30,34,34,997
20020608-23:30,38,33,998
20020609-00:30,40,32,999
20020609-01:30,46,32,1000
20020609-02:30,44,34,1000
20020609-03:30,37,36,1001
20020609-04:30,37,37,1001
20020609-05:30,27,39,1001
20020609-06:30,27,39,1001
20020609-07:30,23,41,1000
20020609-08:30,22,42,999
20020609-09:30,18,43,998
20020609-10:30,17,43,997
20020609-11:30,17,43,996
20020609-12:30,18,42,996
20020609-13:30,17,41,996
20020609-14:30,25,38,997
20020609-15:30,25,38,998
20020609-16:30,37,36,999
20020609-17:30,41,36,999
20020609-18:30,49,35,999
20020609-19:30,52,34,999
20020609-20:30,52,34,999
20020609-21:30,52,33,999
20020609-22:30,59,32,999
20020609-23:30,62,31,999
20020610-01:30,66,31,1001
20020610-02:30,66,32,1002
20020610-03:30,56,34,1002
20020610-04:30,39,37,1002
20020610-05:30,31,38,1002
20020610-06:30,29,39,1002
20020610-07:30,24,40,1001
20020610-08:30,22,42,1001
20020610-09:30,22,42,999
20020610-10:30,18,43,998
20020610-11:30,17,43,998
20020610-12:30,18,42,997
20020610-13:30,19,41,998
20020610-14:30,24,39,998
20020610-15:30,35,37,999
20020610-16:30,34,36,999
20020610-17:30,47,35,1000
20020610-18:30,46,34,1000
20020610-19:30,44,34,1000
20020610-20:30,44,34,1000
20020610-21:30,44,34,1001
20020610-22:30,46,33,1001
20020610-23:30,52,33,1002
20020611-00:30,66,31,1002
20020611-01:30,70,30,1002
20020611-02:30,66,32,1003
20020611-03:30,63,33,1003
20020611-04:30,56,35,1002
20020611-05:30,50,37,1002
20020611-06:30,31,40,1001
20020611-07:30,31,41,1001
20020611-08:30,26,42,1000
20020611-09:30,23,43,999
20020611-10:30,22,43,997
20020611-11:30,23,43,997
20020611-12:30,38,40,996
20020611-13:30,42,39,997
20020611-14:30,42,38,998
20020611-15:30,47,36,999
20020611-16:30,47,36,999
20020611-17:30,49,35,999
20020611-18:30,49,35,999
20020611-19:30,52,34,999
20020611-20:30,55,33,999
20020611-21:30,66,32,999
20020611-22:30,62,32,999
20020611-23:30,66,30,999
20020612-00:30,66,29,999
20020612-01:30,70,29,-9999
20020612-03:30,66,32,1000
20020612-04:30,59,33,1000
20020612-05:30,59,35,1000
20020612-06:30,50,36,1001
20020612-07:30,50,37,1000
20020612-08:30,39,36,1000
20020612-09:30,39,37,999
20020612-10:30,39,37,999
20020612-11:30,42,37,998
20020612-12:30,53,36,998
20020612-13:30,53,35,998
20020612-14:30,52,34,998
20020612-15:30,52,34,999
20020612-16:30,55,33,999
20020612-17:30,59,32,999
20020612-18:30,59,32,999
20020612-19:30,62,31,999
20020612-20:30,62,31,999
20020612-21:30,58,31,998
20020612-22:30,58,30,998
20020612-23:30,58,30,998
20020613-00:30,62,30,999
20020613-01:30,66,30,999
20020613-02:30,62,31,999
20020613-03:30,62,32,999
20020613-04:30,52,34,999
20020613-05:30,50,36,999
20020613-06:30,42,37,999
20020613-07:30,37,39,998
20020613-08:30,40,39,997
20020613-09:30,33,40,996
20020613-10:30,33,41,995
20020613-11:30,31,41,994
20020613-12:30,31,41,994
20020613-13:30,33,40,994
20020613-14:30,42,38,995
20020613-15:30,47,37,995
20020613-16:30,50,36,996
20020613-17:30,47,36,997
20020613-18:30,49,35,997
20020613-19:30,52,34,997
20020613-20:30,59,33,997
20020613-21:30,None,None,-9999
20020613-22:30,59,33,996
20020613-23:30,66,32,996
20020614-00:30,62,32,997
20020614-01:30,66,32,998
20020614-02:30,66,33,998
20020614-03:30,53,35,998
20020614-04:30,32,37,998
20020614-05:30,31,38,998
20020614-06:30,26,40,998
20020614-07:30,24,41,997
20020614-08:30,22,42,996
20020614-09:30,19,43,995
20020614-10:30,39,35,995
20020614-11:30,39,35,995
20020614-12:30,29,37,997
20020614-13:30,34,34,996
20020614-14:30,36,34,996
20020614-15:30,34,34,996
20020614-16:30,38,33,997
20020614-17:30,40,32,998
20020614-18:30,46,31,998
20020614-19:30,46,31,998
20020614-20:30,46,31,998
20020614-21:30,46,31,997
20020614-22:30,43,31,997
20020614-23:30,40,32,997
20020615-00:30,46,32,997
20020615-01:30,43,33,998
20020615-02:30,46,34,999
20020615-03:30,41,35,999
20020615-04:30,35,37,999
20020615-05:30,31,39,999
20020615-06:30,31,40,999
20020615-07:30,30,41,998
20020615-08:30,26,42,997
20020615-09:30,28,42,996
20020615-10:30,28,42,995
20020615-11:30,26,42,994
20020615-12:30,29,40,994
20020615-13:30,43,33,998
20020615-14:30,33,38,995
20020615-15:30,39,37,996
20020615-16:30,39,36,997
20020615-17:30,41,36,998
20020615-18:30,39,35,998
20020615-19:30,38,34,999
20020615-20:30,43,33,998
20020615-21:30,43,33,998
20020615-22:30,46,32,998
20020615-23:30,41,33,998
20020616-00:30,49,32,1000
20020616-01:30,55,31,1001
20020616-02:30,52,32,1001
20020616-03:30,52,33,1001
20020616-04:30,41,36,1001
20020616-05:30,None,None,1001
20020616-06:30,37,39,1000
20020616-07:30,37,39,1000
20020616-08:30,42,37,1000
20020616-09:30,39,38,999
20020616-10:30,39,38,998
20020616-11:30,39,37,998
20020616-12:30,41,35,999
20020616-13:30,46,33,999
20020616-14:30,52,31,1001
20020616-15:30,43,32,1000
20020616-16:30,49,31,1000
20020616-17:30,43,32,1000
20020616-18:30,49,31,1000
20020616-19:30,51,30,1000
20020616-20:30,55,30,1000
20020616-21:30,58,30,1000
20020616-22:30,55,30,1000
20020616-23:30,62,29,1000
20020617-00:30,62,29,1000
20020617-01:30,55,31,1001
20020617-02:30,58,31,1002
20020617-03:30,55,33,1002
20020617-04:30,47,35,1002
20020617-05:30,37,37,1002
20020617-06:30,35,38,1002
20020617-07:30,35,39,1001
20020617-08:30,33,40,1001
20020617-09:30,33,40,999
20020617-10:30,42,38,999
20020617-11:30,44,37,999
20020617-12:30,47,37,999
20020617-13:30,55,33,1000
20020617-14:30,59,32,1001
20020617-15:30,58,31,1002
20020617-16:30,58,31,-9999
20020617-17:30,62,30,1001
20020617-18:30,62,30,1001
20020617-19:30,62,30,1001
20020617-20:30,62,30,1001
20020617-21:30,66,30,1000
20020617-22:30,62,30,1001
20020617-23:30,66,30,1000
20020618-00:30,70,29,1000
20020618-01:30,66,30,1000
20020618-02:30,59,32,1001
20020618-03:30,52,33,1001
20020618-04:30,44,35,1001
20020618-05:30,39,36,1001
20020618-06:30,35,37,1001
20020618-07:30,35,38,1000
20020618-08:21,33,39,999
20020618-09:30,33,39,998
20020618-10:30,31,39,997
20020618-11:30,35,39,996
20020618-12:30,35,38,996
20020618-13:30,37,37,997
20020618-14:30,39,36,997
20020618-15:30,39,36,997
20020618-17:30,44,34,998
20020618-18:30,46,33,998
20020618-19:30,46,33,998
20020618-20:30,49,32,998
20020618-21:30,49,32,998
20020618-22:30,55,31,998
20020618-23:30,55,31,998
20020619-00:30,55,31,998
20020619-01:30,52,32,999
20020619-02:30,44,35,1000
20020619-03:30,41,36,1000
20020619-04:30,39,36,1000
20020619-05:30,84,27,1001
20020619-06:30,55,33,1000
20020619-07:30,47,36,999
20020619-08:30,39,37,998
20020619-09:30,39,37,998
20020619-10:30,31,39,997
20020619-11:30,31,39,997
20020619-12:30,33,38,996
20020619-13:30,44,36,997
20020619-14:30,52,34,997
20020619-15:30,59,32,997
20020619-16:30,59,32,997
20020619-17:30,66,31,-9999
20020619-18:30,70,30,998
20020619-19:30,66,30,997
20020619-20:30,70,29,997
20020619-21:30,74,29,997
20020619-22:30,79,28,997
20020619-23:30,74,28,997
20020620-00:30,79,28,998
20020620-01:30,40,30,999
20020620-02:30,62,32,1000
20020620-05:30,47,36,999
20020620-06:30,44,37,998
20020620-07:30,33,39,998
20020620-08:30,33,40,997
20020620-09:30,30,41,996
20020620-13:30,49,33,995
20020620-14:30,36,35,995
20020620-15:30,41,34,996
20020620-16:00,43,33,996
20020620-16:30,43,33,996
20020620-17:30,46,33,996
20020620-18:30,46,33,996
20020620-19:30,52,32,996
20020620-20:30,62,31,996
20020620-21:30,62,31,996
20020620-22:30,66,30,996
20020620-23:30,62,30,996
20020621-00:30,66,30,997
20020621-01:30,62,31,998
20020621-02:30,55,33,998
20020621-03:30,49,35,998
20020621-04:30,47,36,998
20020621-05:30,44,37,998
20020621-06:30,39,38,997
20020621-07:30,37,39,996
20020621-08:30,35,40,995
20020621-09:30,28,41,994
20020621-10:30,30,41,993
20020621-11:30,28,41,992
20020621-12:30,28,41,992
20020621-13:30,29,40,993
20020621-14:30,33,39,994
20020621-15:30,37,38,994
20020621-16:30,37,38,995
20020621-17:30,39,37,995
20020621-18:30,39,37,995
20020621-19:30,47,35,995
20020621-20:30,47,35,994
20020621-21:30,46,34,994
20020621-22:30,49,33,994
20020621-23:30,52,33,994
20020622-00:30,52,33,994
20020622-01:30,62,31,996
20020622-02:30,59,33,996
20020622-03:30,44,36,996
20020622-04:30,39,38,996
20020622-05:30,33,39,996
20020622-06:30,31,40,996
20020622-07:30,26,41,995
20020622-08:30,23,42,995
20020622-09:30,28,42,994
20020622-10:30,26,42,993
20020622-11:30,28,42,993
20020622-12:30,23,42,993
20020622-13:30,28,41,993
20020622-14:30,37,39,994
20020622-15:30,42,38,995
20020622-16:30,47,37,995
20020622-17:30,50,36,996
20020622-18:30,50,36,996
20020622-19:30,56,34,996
20020622-20:30,59,34,996
20020622-21:30,59,33,996
20020622-23:30,66,32,997
20020623-00:30,70,31,998
20020623-01:30,70,32,999
20020623-02:30,63,33,999
20020623-03:30,63,34,1000
20020623-04:30,56,35,1000
20020623-05:30,50,37,1000
20020623-06:30,45,39,1000
20020623-07:30,44,38,999
20020623-08:30,40,40,998
20020623-09:21,38,40,998
20020623-10:30,40,40,997
20020623-11:30,40,40,996
20020623-12:30,42,39,996
20020623-13:30,42,39,996
20020623-14:30,44,38,997
20020623-15:30,47,37,998
20020623-16:30,50,36,999
20020623-17:30,53,36,999
20020623-18:30,53,36,999
20020623-19:30,50,36,999
20020623-20:30,53,35,-9999
20020623-21:30,49,35,998
20020623-22:30,56,34,999
20020623-23:30,52,34,999
20020624-00:30,59,33,1000
20020624-01:30,59,33,1001
20020624-02:30,56,34,1002
20020624-03:30,56,34,1002
20020624-04:30,53,35,1002
20020624-05:30,89,27,1003
20020624-06:30,89,26,1003
20020624-07:30,84,27,1003
20020624-08:30,84,27,1003
20020624-09:30,74,28,1002
20020624-10:30,79,29,1001
20020624-11:30,70,31,999
20020624-12:30,70,31,999
20020624-13:30,70,31,999
20020624-14:30,74,30,999
20020624-15:30,79,29,1001
20020624-16:30,84,28,1001
20020624-17:30,84,28,1002
20020624-18:30,84,28,1001
20020624-19:30,84,28,1001
20020624-20:30,84,28,1001
20020624-21:30,74,29,1001
20020624-22:30,79,28,1001
20020624-23:30,79,28,1001
20020625-00:30,84,28,1002
20020625-01:30,74,30,1002
20020625-02:30,62,32,1002
20020625-03:30,63,33,1002
20020625-04:30,59,34,1002
20020625-05:30,56,35,1002
20020625-06:30,53,36,1001
20020625-07:30,50,36,1001
20020625-08:30,44,37,1000
20020625-09:30,44,37,1000
20020625-10:30,44,37,999
20020625-11:30,47,37,998
20020625-12:30,50,37,998
20020625-13:30,53,36,999
20020625-14:30,56,35,1000
20020625-15:30,63,34,1000
20020625-16:30,63,33,1001
20020625-17:30,63,33,1002
20020625-18:30,63,33,1001
20020625-19:30,66,32,1001
20020625-20:30,62,32,1000
20020625-21:30,66,31,1001
20020625-22:30,66,31,1001
20020625-23:30,70,30,1001
20020626-00:30,70,30,1001
20020626-01:30,70,30,1002
20020626-02:30,70,30,1003
20020626-03:30,66,31,1003
20020626-04:30,59,33,1003
20020626-05:30,56,34,1003
20020626-06:30,49,35,1003
20020626-07:30,49,35,1002
20020626-08:30,44,37,1001
20020626-09:30,44,37,1000
20020626-10:30,42,38,1000
20020626-11:30,37,38,999
20020626-12:30,39,37,1000
20020626-13:30,42,37,1000
20020626-14:30,47,36,1000
20020626-15:30,49,35,1001
20020626-16:30,52,34,1002
20020626-17:30,55,33,1002
20020626-18:30,52,33,1002
20020626-19:30,55,32,1002
20020626-20:30,58,31,1001
20020626-21:30,66,30,1002
20020626-22:30,66,30,1002
20020626-23:30,70,29,1002
20020627-00:30,74,29,1003
20020627-01:30,70,30,1004
20020627-02:30,70,30,1004
20020627-03:30,70,30,1004
20020627-04:30,70,31,1004
20020627-05:30,66,31,1005
20020627-06:30,62,32,1005
20020627-07:30,59,33,1004
20020627-11:30,56,34,1001
20020627-12:30,63,33,1001
20020627-13:30,62,32,1001
20020627-14:30,62,31,1002
20020627-15:30,66,31,1002
20020627-16:30,66,31,1003
20020627-17:30,66,31,1004
20020627-18:30,66,31,1004
20020627-19:30,70,30,1004
20020627-20:30,70,30,1003
20020627-21:30,70,30,1003
20020627-22:30,74,29,1003
20020627-23:30,74,29,1003
20020628-00:30,74,29,1003
20020628-01:30,74,29,1004
20020628-02:30,70,30,1004
20020628-03:30,66,31,1004
20020628-04:30,62,32,1004
20020628-05:30,59,34,1004
20020628-06:30,52,34,1004
20020628-07:30,53,35,1003
20020628-08:30,53,35,1002
20020628-09:30,59,33,1002
20020628-10:30,59,34,1001
20020628-11:30,50,36,1000
20020628-12:30,56,34,1000
20020628-13:30,63,33,1001
20020628-14:30,66,33,1001
20020628-15:30,59,33,1002
20020628-16:30,70,32,1002
20020628-17:30,70,32,1003
20020628-18:30,70,32,1003
20020628-19:30,70,32,1003
20020628-20:30,66,32,1002
20020628-21:30,70,31,1002
20020628-22:30,70,31,1002
20020628-23:30,84,30,1002
20020629-00:30,79,30,1002
20020629-01:30,74,30,1003
20020629-02:30,75,31,1003
20020629-03:30,70,32,1003
20020629-04:30,66,33,1003
20020629-05:30,56,35,1002
20020629-06:30,53,35,1002
20020629-07:30,50,37,1001
20020629-08:30,50,37,1000
20020629-09:30,42,38,999
20020629-10:30,39,38,999
20020629-11:30,44,37,998
20020629-12:30,59,34,999
20020629-13:30,70,32,1000
20020629-14:30,75,31,1000
20020629-15:30,75,31,1000
20020629-16:30,75,31,1000
20020629-17:30,79,31,1000
20020629-18:30,70,32,1000
20020629-19:30,70,32,1000
20020629-20:30,70,31,999
20020629-21:30,75,31,999
20020629-22:30,75,31,999
20020629-23:30,74,30,999
20020630-00:30,79,30,999
20020630-01:30,74,30,1000
20020630-02:30,66,32,1000
20020630-03:30,66,32,1000
20020630-04:30,63,33,1000
20020630-05:30,56,35,1000
20020630-06:30,47,37,1000
20020630-07:30,44,38,999
20020630-08:30,39,38,998
20020630-09:30,40,39,997
20020630-10:30,44,38,997
20020630-11:30,50,37,995
20020630-12:30,44,38,996
20020630-13:30,47,38,996
20020630-14:30,50,37,997
20020630-15:30,56,35,997
20020630-16:30,56,35,998
20020630-17:30,56,35,998
20020630-18:30,59,33,998
20020630-19:30,59,33,998
20020630-20:30,55,33,997
20020630-21:30,62,32,997
20020630-22:30,66,31,997
20020630-23:30,62,32,997
20020701-00:30,59,32,997
20020701-01:30,62,32,998
20020701-03:30,53,35,999
20020701-04:30,50,36,999
20020701-05:30,47,37,999
20020701-06:30,42,39,999
20020701-07:30,37,39,998
20020701-08:30,36,41,997
20020701-09:30,33,41,996
20020701-10:30,31,41,995
20020701-11:30,31,41,994
20020701-12:30,40,39,995
