date,humidity,temp,pressure
20010412-09:30,32,35,1006
20010412-10:30,28,36,1006
20010412-11:30,28,36,1005
20010412-12:30,30,34,1005
20010412-13:30,31,33,1006
20010412-14:30,54,25,1007
20010412-15:30,61,25,1008
20010412-16:30,61,25,-9999
20010412-17:30,61,25,1009
20010412-18:30,61,25,1008
20010412-19:30,61,26,1008
20010412-20:30,69,25,1008
20010412-21:30,69,23,1007
20010412-22:30,78,22,1008
20010412-23:30,69,23,1008
20010413-00:30,61,23,1009
20010413-01:30,61,24,1009
20010413-02:30,48,27,1009
20010413-03:30,42,29,1010
20010413-04:30,35,31,1011
20010413-05:30,49,31,1010
20010413-06:30,43,32,1010
20010413-07:30,36,33,1009
20010413-08:30,36,34,1007
20010413-09:30,32,34,1086
20010413-10:30,24,34,1006
20010413-11:30,40,30,1006
20010413-12:30,35,30,1006
20010413-13:30,42,29,1007
20010413-14:30,45,28,1008
20010413-15:30,42,27,1010
20010413-16:30,47,26,1010
20010413-17:30,47,26,-9999
20010413-18:30,54,26,-9999
20010413-19:30,50,25,1009
20010413-20:30,50,25,1009
20010413-21:30,61,25,1010
20010413-22:30,73,23,1010
20010413-23:30,None,None,-9999
20010414-00:30,73,23,1011
20010414-01:30,65,24,1012
20010414-02:30,57,25,1013
20010414-03:30,54,27,1013
20010414-04:30,42,29,1014
20010414-05:30,43,30,1014
20010414-06:30,38,32,1013
20010414-07:30,38,33,1012
20010414-08:30,38,34,1012
20010414-09:30,38,34,1011
20010414-11:30,38,34,1009
20010414-12:30,41,33,1010
20010414-13:30,43,32,1000
20010414-14:30,31,31,1011
20010414-15:30,40,29,1012
20010414-16:30,45,27,1012
20010414-17:30,54,26,1013
20010414-18:30,None,None,-9999
20010414-19:30,None,None,-9999
20010414-21:30,94,22,1013
20010414-22:30,73,23,1013
20010414-23:30,83,22,1013
20010415-00:30,83,22,1013
20010415-01:30,78,22,1013
20010415-02:30,88,23,1014
20010415-04:30,62,28,1015
20010415-05:30,43,30,1015
20010415-06:30,43,30,1015
20010415-07:30,40,31,1014
20010415-08:30,36,32,1012
20010415-09:30,40,32,1011
20010415-10:30,40,32,1011
20010415-11:30,40,32,1010
20010415-12:30,43,30,1010
20010415-13:30,45,29,1011
20010415-14:30,51,28,1012
20010415-15:30,48,27,1012
20010415-16:30,54,26,1013
20010415-17:30,65,26,1013
20010415-18:30,65,26,1012
20010415-19:30,50,25,1012
20010415-20:30,57,24,1011
20010415-21:30,57,24,1010
20010415-22:30,73,24,1010
20010416-00:30,65,24,1011
20010416-01:30,69,23,1012
20010416-02:30,57,25,1012
20010416-03:30,51,27,1013
20010416-04:30,55,29,1013
20010416-05:30,45,30,1012
20010416-06:30,40,31,1012
20010416-07:30,40,32,1011
20010416-08:30,40,32,1010
20010416-09:30,28,33,1008
20010416-10:30,36,34,1007
20010416-11:30,38,34,1006
20010416-12:30,38,33,1006
20010416-13:30,43,31,1007
20010416-14:30,43,30,1008
20010416-15:30,48,29,1009
20010416-16:30,42,26,1010
20010416-17:30,69,22,1011
20010416-18:30,78,21,1011
20010416-19:30,78,22,1010
20010416-20:30,73,21,1010
20010416-21:30,78,21,1009
20010416-22:30,73,21,1010
20010417-00:30,60,21,1009
20010417-01:30,68,21,1010
20010417-02:30,83,22,1010
20010417-03:30,61,25,1011
20010417-04:30,57,26,1011
20010417-05:30,54,27,1011
20010417-06:30,48,27,1011
20010417-08:30,40,30,1010
20010417-09:30,40,31,1008
20010417-10:30,45,30,1007
20010417-11:30,48,30,1007
20010417-12:30,53,21,1008
20010417-13:30,78,20,1007
20010417-14:30,73,21,1009
20010417-15:30,88,21,1009
20010417-16:30,94,21,1010
20010417-17:30,94,20,1010
20010417-18:30,94,20,1010
20010417-19:30,88,20,1009
20010417-20:30,100,19,1009
20010417-21:30,94,19,1009
20010417-22:30,100,19,1009
20010417-23:30,100,19,1009
20010418-00:30,78,19,1008
20010418-01:30,88,20,1009
20010418-02:30,88,22,1010
20010418-03:30,73,24,1011
20010418-04:30,57,26,1011
20010418-05:30,54,27,1011
20010418-06:30,51,28,1011
20010418-07:30,45,29,1010
20010418-08:30,37,30,1009
20010418-09:30,43,30,1008
20010418-10:30,43,30,1008
20010418-11:30,51,26,1008
20010418-12:30,61,24,1009
20010418-13:30,69,24,1008
20010418-14:30,73,24,1009
20010418-15:30,73,23,1009
20010418-16:30,73,23,1010
20010418-17:30,69,23,1010
20010418-18:30,78,22,1010
20010418-19:30,73,22,1009
20010418-20:30,83,21,1009
20010418-21:30,78,21,1009
20010418-22:30,78,21,1008
20010418-23:30,88,21,1008
20010419-00:30,88,20,1009
20010419-01:30,73,21,1010
20010419-02:30,74,25,1010
20010419-03:30,65,27,1010
20010419-04:30,48,28,1010
20010419-05:30,45,30,1011
20010419-06:30,38,31,1011
20010419-07:30,44,24,1012
20010419-08:30,47,25,1010
20010419-09:30,39,27,1008
20010419-10:30,58,27,1008
20010419-11:30,57,26,1007
20010419-12:30,65,26,1007
20010419-13:30,74,25,1008
20010419-14:30,74,25,1009
20010419-15:30,65,24,1009
20010419-16:30,65,24,1009
20010419-17:30,83,23,1009
20010419-18:30,88,22,1009
20010419-19:30,88,22,1009
20010419-20:30,78,20,1009
20010419-21:30,73,20,1008
20010419-22:30,83,20,1008
20010419-23:30,83,19,1008
20010420-00:30,77,18,1009
20010420-01:30,88,18,1010
20010420-02:30,73,19,1010
20010420-03:30,60,22,1010
20010420-04:30,50,24,1011
20010420-05:30,42,26,1011
20010420-06:30,42,27,1010
20010420-07:30,35,29,1010
20010420-08:30,37,29,1009
20010420-09:30,31,31,1008
20010420-10:30,29,31,1007
20010420-11:30,29,31,1007
20010420-12:30,29,30,1007
20010420-13:30,35,29,1007
20010420-14:30,37,28,1008
20010420-15:30,47,26,1009
20010420-16:30,50,25,1009
20010420-17:30,47,25,1009
20010420-18:30,50,24,1009
20010420-19:30,53,23,1008
20010420-20:30,60,22,1008
20010420-21:30,64,21,1007
20010420-22:30,68,21,1007
20010420-23:30,60,21,1007
20010421-00:30,68,20,1008
20010421-01:30,64,20,1008
20010421-02:30,61,23,1009
20010421-04:21,42,27,1009
20010421-05:30,35,29,1009
20010421-06:30,27,31,1008
20010421-07:30,27,32,1007
20010421-08:30,26,33,1006
20010421-09:30,24,34,1005
20010421-10:30,23,34,1005
20010421-11:30,23,34,1005
20010421-12:30,24,33,1004
20010421-13:30,31,31,1005
20010421-14:30,42,29,1005
20010421-15:30,42,28,1006
20010421-16:30,45,27,1006
20010421-17:30,54,26,1006
20010421-18:30,47,26,1006
20010421-19:30,54,25,1006
20010421-20:30,61,24,1005
20010421-21:30,57,24,1005
20010421-22:30,61,23,1005
20010421-23:30,69,22,1005
20010422-00:30,64,22,1006
20010422-01:30,57,23,1007
20010422-02:30,51,26,1007
20010422-03:30,40,30,1008
20010422-04:30,29,32,1008
20010422-05:30,23,34,1008
20010422-06:30,23,35,1008
20010422-07:30,23,35,1007
20010422-08:30,22,36,1006
20010422-09:30,18,37,1006
20010422-10:30,18,37,1005
20010422-11:30,17,37,1004
20010422-12:30,18,37,1005
20010422-13:30,20,35,1005
20010422-14:30,23,33,1006
20010422-15:30,29,31,1006
20010422-16:30,31,30,1006
20010422-17:30,51,27,1006
20010422-18:30,42,27,1006
20010422-19:30,41,25,1006
20010422-20:30,47,25,1005
20010422-21:30,50,24,1005
20010422-22:30,44,24,1005
20010422-23:30,41,24,1005
20010423-00:30,38,24,1006
20010423-01:30,44,25,1006
20010423-02:30,33,29,1007
20010423-03:30,29,31,1007
20010423-04:30,26,35,1008
20010423-05:30,21,37,1008
20010423-06:30,18,38,1007
20010423-07:30,16,39,1007
20010423-08:30,16,39,1006
20010423-09:30,15,40,1005
20010423-10:30,15,40,1004
20010423-11:30,16,39,1004
20010423-12:30,18,38,1004
20010423-13:30,23,35,1005
20010423-14:30,29,33,1005
20010423-15:30,38,31,1006
20010423-16:30,37,30,1006
20010423-17:30,37,30,1006
20010423-18:30,37,30,1006
20010423-19:30,42,28,1006
20010423-20:30,35,28,1006
20010423-22:30,39,27,1006
20010423-23:30,50,25,1006
20010424-00:30,47,25,1007
20010424-01:30,44,26,1007
20010424-02:30,33,30,1008
20010424-03:30,29,32,1008
20010424-04:30,27,32,1009
20010424-05:30,23,36,1009
20010424-06:30,22,38,1008
20010424-07:30,19,40,1008
20010424-08:30,17,41,1007
20010424-09:30,15,41,1006
20010424-10:30,14,41,1005
20010424-11:30,15,41,1005
20010424-12:30,18,39,1005
20010424-13:30,18,39,1005
20010424-14:30,22,37,1006
20010424-15:30,28,34,1006
20010424-16:30,36,32,1006
20010424-17:30,40,31,1007
20010424-18:30,40,31,1006
20010424-19:30,45,30,1006
20010424-20:30,51,28,1006
20010424-21:30,54,27,1005
20010424-22:30,57,26,1005
20010424-23:30,54,26,1005
20010425-00:30,57,25,1006
20010425-01:30,51,27,1006
20010425-02:30,38,31,1007
20010425-03:30,28,34,1007
20010425-04:30,27,37,1007
20010425-05:30,21,39,1007
20010425-06:30,20,40,1006
20010425-07:30,21,40,1006
20010425-08:30,18,41,1005
20010425-09:30,17,41,1004
20010425-10:30,18,41,1003
20010425-11:30,19,40,1002
20010425-12:30,20,39,1002
20010425-13:30,22,38,1002
20010425-14:30,21,38,1003
20010425-15:30,25,36,1003
20010425-16:30,30,34,1004
20010425-17:30,None,None,-9999
20010425-18:30,29,33,1003
20010425-19:30,29,32,1003
20010425-20:30,33,31,1003
20010425-22:30,42,28,1003
20010425-23:30,44,26,1003
20010426-00:30,47,26,1003
20010426-01:30,47,26,1004
20010426-02:30,40,29,1005
20010426-03:30,36,32,1005
20010426-04:30,30,36,1005
20010426-05:30,22,38,1005
20010426-06:30,21,40,1005
20010426-07:30,19,40,1004
20010426-08:30,18,42,1003
20010426-09:30,16,42,1002
20010426-10:30,17,42,1002
20010426-11:30,19,41,1002
20010426-12:30,20,41,1002
20010426-13:30,21,39,1002
20010426-14:30,27,37,1002
20010426-15:30,34,35,1003
20010426-16:30,26,35,1004
20010426-17:30,32,34,1004
20010426-18:30,31,33,1004
20010426-19:30,36,32,1003
20010426-20:30,31,31,1003
20010426-21:30,35,31,1003
20010426-22:30,31,30,1002
20010426-23:30,29,31,1003
20010427-00:30,29,30,1003
20010427-01:30,31,30,1004
20010427-02:30,27,32,1005
20010427-03:30,23,35,1005
20010427-04:30,22,37,1005
20010427-05:30,21,39,1005
20010427-06:30,20,40,1004
20010427-07:30,18,41,1004
20010427-08:30,18,42,1003
20010427-09:30,16,42,1002
20010427-10:30,16,42,1001
20010427-11:30,16,42,1001
20010427-12:30,17,41,1001
20010427-13:30,21,39,1001
20010427-14:30,24,37,1001
20010427-15:30,27,36,1002
20010427-16:30,28,36,1002
20010427-17:30,32,34,1002
20010427-18:30,26,34,-9999
20010427-19:30,28,33,1001
20010427-20:30,35,31,1001
20010427-21:30,33,30,1000
20010427-22:30,35,29,1000
20010427-23:30,30,29,1001
20010428-00:30,29,29,1001
20010428-01:30,32,28,1002
20010428-02:30,22,32,1002
20010428-03:30,20,36,1002
20010428-04:30,17,38,1002
20010428-05:30,20,38,1002
20010428-06:30,16,40,1001
20010428-08:30,18,42,1000
20010428-09:30,18,42,999
20010428-10:30,16,42,999
20010428-11:30,16,42,999
20010428-12:30,17,41,999
20010428-13:30,17,40,999
20010428-14:30,20,38,999
20010428-15:30,18,38,1000
20010428-16:30,18,37,1000
20010428-17:30,17,37,1000
20010428-18:30,21,33,1001
20010428-19:30,20,33,1000
20010428-20:30,None,None,1000
20010428-21:30,24,31,1000
20010428-22:30,25,30,1000
20010428-23:30,25,29,1001
20010429-00:30,27,29,1002
20010429-01:30,30,29,1002
20010429-02:30,31,32,1083
20010429-03:30,26,34,1003
20010429-04:30,25,36,1004
20010429-05:30,22,38,1084
20010429-06:30,21,39,1003
20010429-07:30,19,41,1002
20010429-08:30,18,42,1002
20010429-11:30,16,42,999
20010429-12:30,15,41,999
20010429-13:30,19,40,1000
20010429-14:30,None,None,1001
20010429-15:30,23,36,1001
20010429-16:30,23,35,1002
20010429-17:30,31,33,1002
20010429-18:30,31,33,1002
20010429-19:30,35,31,1002
20010429-20:30,35,31,1002
20010429-21:30,42,29,1002
20010429-22:30,42,29,1002
20010430-00:30,37,29,1004
20010430-01:30,37,29,1005
20010430-02:30,38,31,1006
20010430-03:30,30,34,1006
20010430-04:30,22,38,1006
20010430-06:30,26,41,1005
20010430-10:30,19,43,1003
20010430-11:30,17,43,1002
20010430-12:30,17,42,1002
20010430-13:30,19,41,1002
20010430-14:30,27,38,1003
20010430-15:30,28,36,1004
20010430-16:30,34,34,1004
20010430-17:30,34,33,1005
20010430-18:30,36,32,1004
20010430-19:30,26,32,1004
20010430-20:30,29,32,1004
20010430-21:30,38,31,1004
20010430-22:30,37,30,1004
20010430-23:30,42,29,1004
20010501-00:30,42,29,1005
20010501-01:30,43,31,1006
20010501-02:30,34,33,1006
20010501-03:30,32,35,1007
20010501-04:30,30,36,1007
20010501-05:30,27,38,1007
20010501-06:30,27,40,1006
20010501-07:30,23,42,1005
20010501-08:30,22,41,1004
20010501-09:30,44,26,1005
20010501-14:30,38,31,1005
20010501-15:30,35,31,1006
20010501-16:30,51,29,1005
20010501-17:30,51,29,1003
20010501-18:30,55,29,1003
20010501-19:30,48,28,1003
20010501-20:30,58,27,1003
20010501-21:30,58,27,1003
20010501-23:30,54,26,1003
20010502-00:30,54,26,1004
20010502-01:30,45,27,1005
20010502-02:30,37,30,1006
20010502-03:30,34,33,1006
20010502-04:30,32,36,1006
20010502-05:30,27,38,1006
20010502-07:30,24,39,1004
20010502-08:30,24,40,1003
20010502-09:30,24,40,1002
20010502-10:30,22,41,1001
20010502-11:30,23,41,1000
20010502-12:30,24,40,1000
20010502-13:30,33,38,1000
20010502-14:30,39,35,1001
20010502-15:30,32,36,1001
20010502-16:30,36,34,1001
20010502-17:30,38,33,1001
20010502-18:30,40,32,1001
20010502-19:30,40,31,1001
20010502-20:30,38,31,1000
20010502-21:30,38,31,1000
20010502-22:30,35,31,1000
20010502-23:30,38,31,1000
20010503-00:30,38,31,1000
20010503-01:30,43,31,1001
20010503-02:30,43,33,1001
20010503-03:30,36,35,1001
20010503-04:30,32,36,1002
20010503-05:30,32,37,1002
20010503-06:30,33,38,1001
20010503-08:30,24,32,1000
20010503-09:30,28,33,1000
20010503-10:30,32,35,999
20010503-11:30,28,35,998
20010503-12:30,32,35,998
20010503-13:30,36,33,998
20010503-15:30,35,29,1002
20010503-16:30,40,29,1002
20010503-17:30,45,27,1001
20010503-18:30,39,27,1001
20010503-19:30,34,27,1001
20010503-20:30,42,27,1000
20010503-21:30,42,27,1000
20010503-22:30,44,26,1001
20010503-23:30,42,26,1001
20010504-00:30,44,26,1002
20010504-01:30,42,27,1003
20010504-02:30,35,30,1004
20010504-03:30,33,32,1004
20010504-04:30,24,34,1004
20010504-05:30,27,36,1004
20010504-06:30,25,37,1004
20010504-10:30,22,39,1001
20010504-11:30,22,39,1001
20010504-12:30,25,38,1001
20010504-13:30,30,36,1002
20010504-14:30,34,34,1002
20010504-15:30,36,33,1003
20010504-16:30,36,32,1003
20010504-17:30,35,31,1004
20010504-18:30,35,30,1004
20010504-19:30,45,29,1004
20010504-20:30,35,30,1003
20010504-21:30,37,29,1003
20010504-22:21,40,29,1003
20010504-23:30,45,28,1003
20010505-00:30,48,27,1004
20010505-01:30,45,27,1005
20010505-02:30,45,29,1005
20010505-03:30,35,31,1005
20010505-04:30,36,33,1005
20010505-05:30,37,36,1005
20010505-06:30,35,38,1005
20010505-07:30,31,39,1004
20010505-08:30,28,41,1003
20010505-09:30,23,42,1002
20010505-10:30,20,42,1001
20010505-11:30,20,42,1000
20010505-12:30,24,40,1000
20010505-13:30,33,38,1000
20010505-14:30,34,36,1001
20010505-15:30,34,35,1001
20010505-16:30,36,33,1002
20010505-17:30,34,33,1002
20010505-18:30,36,32,1002
20010505-19:30,36,32,1001
20010505-20:30,40,31,1001
20010505-21:30,40,31,1000
20010505-22:30,38,31,1000
20010505-23:30,40,30,1001
20010506-00:30,43,30,1001
20010506-01:30,40,30,1002
20010506-02:30,35,31,1003
20010506-03:30,34,33,1003
20010506-04:30,30,35,1003
20010506-05:30,29,38,1003
20010506-06:30,24,40,1002
20010506-07:30,26,40,1002
20010506-08:30,21,43,1001
20010506-09:30,22,43,1000
20010506-10:30,22,43,999
20010506-11:30,23,41,998
20010506-12:30,27,40,998
20010506-13:30,27,39,998
20010506-14:30,27,39,999
20010506-15:30,29,37,1000
20010506-16:30,28,36,1001
20010506-17:30,30,35,1001
20010506-18:30,34,34,1001
20010506-19:30,36,33,1001
20010506-20:30,40,32,1001
20010506-21:30,40,32,1000
20010506-22:30,43,31,1001
20010506-23:30,38,31,1001
20010507-00:30,43,30,1001
20010507-01:30,43,30,1002
20010507-02:30,43,31,1003
20010507-03:30,38,32,1003
20010507-04:30,34,34,1003
20010507-05:30,34,35,1004
20010507-06:30,34,36,1003
20010507-07:30,33,38,1002
20010507-08:30,35,39,1001
20010507-09:30,33,40,1001
20010507-10:30,31,39,1000
20010507-11:30,31,39,999
20010507-12:30,31,39,999
20010507-13:30,35,38,998
20010507-14:30,37,36,999
20010507-15:30,34,35,1000
20010507-16:30,41,34,1001
20010507-17:30,34,34,1001
20010507-18:30,38,33,1001
20010507-19:30,41,33,1000
20010507-20:30,36,32,1001
20010507-21:30,46,32,1000
20010507-22:30,33,30,1003
20010507-23:30,39,27,1002
20010508-00:30,42,28,1002
20010508-01:30,40,29,1002
20010508-02:30,40,30,1003
20010508-03:30,38,33,1003
20010508-04:30,34,35,1003
20010508-05:30,35,37,1002
20010508-06:30,None,None,1002
20010508-07:30,27,40,1001
20010508-08:30,24,40,1000
20010508-09:30,28,41,1000
20010508-10:30,20,42,999
20010508-11:30,20,41,999
20010508-12:30,18,41,999
20010508-13:30,22,39,999
20010508-14:30,25,37,999
20010508-15:30,27,36,1000
20010508-16:30,22,36,1000
20010508-17:30,26,34,1001
20010508-18:30,28,33,1000
20010508-19:30,28,33,1000
20010508-20:30,29,32,1000
20010508-21:30,29,31,1000
20010508-22:30,33,30,1000
20010508-23:30,35,29,1000
20010509-00:30,37,29,1000
20010509-01:30,37,29,1001
20010509-02:30,31,32,1002
20010509-03:30,32,35,1002
20010509-04:30,25,37,1002
20010509-05:30,21,39,1001
20010509-06:30,20,40,1001
20010509-08:30,18,42,999
20010509-09:30,20,42,998
20010509-10:30,18,43,997
20010509-11:30,19,42,997
20010509-12:30,20,42,997
20010509-13:30,22,41,997
20010509-14:30,21,40,998
20010509-15:30,20,40,998
20010509-16:30,20,39,999
20010509-17:30,22,38,999
20010509-18:30,25,37,999
20010509-19:30,28,35,998
20010509-20:30,28,35,998
20010509-21:30,26,34,998
20010509-22:30,28,34,998
20010509-23:30,26,34,999
20010510-00:30,26,34,999
20010510-01:30,28,34,999
20010510-02:30,25,36,1000
20010510-03:30,24,37,1000
20010510-04:30,22,39,999
20010510-05:30,23,40,999
20010510-06:30,19,42,998
20010510-07:30,18,43,998
20010510-08:30,15,44,997
20010510-09:30,14,45,996
20010510-10:30,16,44,995
20010510-11:30,15,44,995
20010510-12:30,15,44,995
20010510-13:30,18,43,996
20010510-14:30,20,41,997
20010510-15:30,21,40,997
20010510-16:30,25,38,998
20010510-17:30,25,37,998
20010510-18:00,25,37,998
20010510-18:30,27,36,999
20010510-19:30,26,35,998
20010510-20:30,28,34,998
20010510-21:30,29,33,998
20010510-22:30,26,33,998
20010510-23:30,24,33,999
20010511-00:30,24,33,999
20010511-01:30,26,34,1000
20010511-02:30,25,36,1001
20010511-03:30,24,37,1002
20010511-04:30,21,38,1002
20010511-05:30,21,40,1002
20010511-06:30,22,41,1001
20010511-07:30,18,43,1000
20010511-08:30,15,45,999
20010511-09:30,16,46,998
20010511-10:30,14,46,998
20010511-11:30,14,46,997
20010511-12:30,15,45,997
20010511-13:30,23,41,998
20010511-14:30,27,39,999
20010511-15:30,29,38,1000
20010511-16:30,32,36,1001
20010511-17:30,32,36,1001
20010511-18:30,32,35,1001
20010511-19:30,34,34,1001
20010511-20:30,38,33,1001
20010511-21:30,36,32,1001
20010511-22:30,46,31,1001
20010511-23:30,40,31,1002
20010512-00:30,43,30,1003
20010512-02:30,40,31,1004
20010512-03:30,36,33,1004
20010512-04:30,32,35,1004
20010512-05:30,35,37,1004
20010512-06:30,29,39,1003
20010512-07:30,29,40,1002
20010512-09:30,21,43,1000
20010512-10:30,15,44,1000
20010512-12:30,24,41,999
20010512-13:30,27,39,1000
20010512-14:30,27,38,1000
20010512-15:30,30,36,1001
20010512-16:30,34,35,1001
20010512-17:30,36,34,1001
20010512-18:30,34,34,1001
20010512-19:30,34,33,1001
20010512-20:30,36,32,1000
20010512-21:30,38,31,1000
20010512-22:30,38,31,1001
20010512-23:30,40,31,1001
20010513-00:30,46,31,1002
20010513-01:30,38,32,1002
20010513-02:30,31,33,1003
20010513-03:30,34,34,1003
20010513-04:30,27,37,1003
20010513-05:30,22,39,1003
20010513-06:30,20,41,1002
20010513-07:30,22,42,1001
20010513-08:30,22,42,1000
20010513-09:30,17,43,999
20010513-10:30,15,44,998
20010513-11:30,15,44,998
20010513-12:30,16,43,998
20010513-13:30,27,39,999
20010513-14:30,24,39,999
20010513-15:30,27,37,-9999
20010513-16:30,30,36,1000
20010513-17:30,32,35,1000
20010513-18:30,32,35,1000
20010513-19:30,32,34,1000
20010513-20:30,34,34,1000
20010513-21:30,34,33,1000
20010513-22:30,36,32,1000
20010513-23:30,36,32,1001
20010514-00:30,35,31,1002
20010514-01:30,38,32,1002
20010514-02:30,36,34,1003
20010514-03:30,28,36,1003
20010514-04:30,24,37,1003
20010514-05:30,21,39,1003
20010514-06:30,21,40,1003
20010514-07:30,22,41,1002
20010514-08:30,22,43,1002
20010514-09:30,18,43,1000
20010514-10:30,19,43,1000
20010514-11:30,17,43,999
20010514-12:30,23,40,999
20010514-13:30,29,38,999
20010514-14:30,29,37,1000
20010514-15:30,28,36,1000
20010514-16:30,30,34,1001
20010514-17:30,34,33,1002
20010514-18:30,31,33,1003
20010514-19:30,33,32,1003
20010514-20:30,33,32,1002
20010514-21:30,40,31,1002
20010514-22:30,40,31,1002
20010514-23:30,43,30,1002
20010515-00:30,45,29,1003
20010515-01:30,40,30,1004
20010515-02:30,38,31,1004
20010515-03:30,38,32,1005
20010515-04:30,34,33,1005
20010515-05:30,30,36,1004
20010515-06:30,31,38,1004
20010515-07:30,21,40,1003
20010515-08:30,19,41,1003
20010515-09:30,19,42,1001
20010515-10:30,18,43,1000
20010515-11:30,17,42,999
20010515-12:30,20,41,999
20010515-13:30,26,33,1001
20010515-14:30,30,28,1002
20010515-15:30,33,31,1003
20010515-16:30,19,35,1001
20010515-17:30,35,29,1004
20010515-18:30,37,27,1003
20010515-19:30,36,26,1003
20010515-20:30,42,26,1004
20010515-21:30,44,25,1004
20010515-22:30,50,24,1004
20010515-23:30,54,25,1004
20010516-00:30,54,25,1005
20010516-01:30,50,25,1006
20010516-02:30,42,27,1006
20010516-03:30,37,29,1006
20010516-04:30,35,30,1006
20010516-05:30,36,32,1007
20010516-06:30,29,33,1006
20010516-07:30,28,34,1006
20010516-08:30,29,33,1006
20010516-09:30,24,33,1005
20010516-10:30,26,33,1004
20010516-11:30,26,34,1003
20010516-12:30,26,32,1003
20010516-13:30,27,32,1004
20010516-14:30,29,30,1004
20010516-15:30,30,29,1005
20010516-16:30,37,28,1005
20010516-17:30,45,27,1005
20010516-18:30,48,27,1006
20010516-19:30,39,26,1005
20010516-20:30,44,26,1005
20010516-21:30,42,26,1004
20010516-22:30,44,25,1004
20010516-23:30,44,25,1004
20010517-00:30,47,25,1005
20010517-02:30,39,26,1007
20010517-03:30,50,23,1009
20010517-04:30,73,23,1007
20010517-05:30,83,21,1009
20010517-06:30,68,21,1007
20010517-07:30,74,25,1005
20010517-08:30,54,27,1006
20010517-09:30,37,29,1005
20010517-10:30,39,28,1004
20010517-11:30,48,28,1004
20010517-12:30,48,28,1003
20010517-13:30,54,27,1003
20010517-14:30,54,27,1004
20010517-15:30,51,26,1004
20010517-16:30,51,26,1005
20010517-17:30,61,25,1004
20010517-18:30,54,25,1005
20010517-19:30,61,24,1004
20010517-20:30,61,24,1004
20010517-21:30,61,24,1004
20010517-22:30,61,24,1004
20010517-23:30,57,24,1004
20010518-00:30,65,24,1005
20010518-01:30,61,24,1006
20010518-02:30,47,25,1006
20010518-03:30,54,25,1006
20010518-04:30,44,26,1007
20010518-05:30,47,26,1007
20010518-06:30,51,27,1007
20010518-07:30,37,29,1007
20010518-08:30,37,30,1006
20010518-09:30,38,31,1004
20010518-10:30,36,32,1003
20010518-11:30,36,32,1003
20010518-12:30,38,31,1002
20010518-13:30,45,30,1003
20010518-14:30,45,29,1003
20010518-15:30,55,29,1004
20010518-16:30,58,28,1004
20010518-17:30,54,27,1005
20010518-18:30,61,27,1004
20010518-19:30,69,26,1004
20010518-20:30,78,25,1003
20010518-21:30,78,25,1003
20010518-22:30,69,25,1003
20010518-23:30,74,25,1003
20010519-00:30,78,25,1004
20010519-01:30,69,26,1004
20010519-02:30,48,27,1005
20010519-03:30,33,29,1005
20010519-04:30,35,29,1006
20010519-06:30,55,33,1005
20010519-07:30,71,33,1004
20010519-08:30,59,34,1003
20010519-09:30,56,35,1002
20010519-10:30,53,35,1001
20010519-11:30,47,35,1001
20010519-12:30,63,33,1001
20010519-13:30,70,31,1002
20010519-14:30,89,30,1002
20010519-15:30,79,30,1003
20010519-16:30,79,30,1003
20010519-17:30,84,29,1003
20010519-18:30,84,29,1003
20010519-19:30,89,28,1003
20010519-20:30,94,28,1002
20010519-21:30,89,27,1002
20010519-22:30,84,28,1002
20010519-23:30,89,27,1002
20010520-00:30,84,28,1002
20010520-01:30,94,23,1006
20010520-02:30,94,25,1005
20010520-03:30,94,25,1004
20010520-04:30,94,26,1004
20010520-05:30,84,27,1006
20010520-06:30,66,29,1005
20010520-07:30,55,31,1005
20010520-08:30,52,32,1004
20010520-09:30,36,33,1003
20010520-10:30,41,34,1002
20010520-11:30,38,33,1001
20010520-12:30,46,33,1001
20010520-13:30,46,31,1002
20010520-14:30,49,31,1002
20010520-15:30,58,30,1002
20010520-16:30,62,29,1003
20010520-17:30,62,29,1002
20010520-18:30,66,28,1002
20010520-19:30,70,28,1002
20010520-21:30,70,27,1002
20010520-22:30,70,27,1002
20010520-23:30,74,27,1002
20010521-00:30,70,27,1003
20010521-01:30,66,28,1004
20010521-02:30,58,29,1004
20010521-03:30,45,29,1005
20010521-04:30,51,30,1005
20010521-05:30,34,33,1004
20010521-06:30,36,34,1004
20010521-07:30,36,33,1004
20010521-08:30,35,30,1004
20010521-09:30,40,32,1003
20010521-10:30,46,31,1003
20010521-11:30,52,32,1001
20010521-12:30,52,31,1001
20010521-13:30,62,30,1001
20010521-14:30,74,29,1001
20010521-15:30,74,28,1002
20010521-16:30,84,27,1003
20010521-17:30,83,26,1003
20010521-18:30,74,26,1003
20010521-19:30,74,25,1003
20010521-20:30,83,25,1003
20010521-21:30,83,25,1003
20010521-22:30,83,25,1003
20010521-23:30,100,24,1003
20010522-00:30,78,24,1003
20010522-01:30,74,25,1004
20010522-02:30,84,27,1004
20010522-03:30,70,29,1005
20010522-04:30,70,31,1005
20010522-05:30,59,33,1005
20010522-06:30,44,34,1004
20010522-07:30,41,35,1004
20010522-08:30,39,35,1003
20010522-09:30,34,36,1002
20010522-10:30,32,37,1002
20010522-11:30,37,36,1001
20010522-12:30,39,35,1001
20010522-13:30,36,35,1001
20010522-14:30,43,33,1001
20010522-15:30,55,32,1002
20010522-16:30,58,31,1003
20010522-17:30,62,30,1003
20010522-18:30,58,30,1003
20010522-19:30,62,29,1003
